IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive;
1356;57b7776f-bae7-4b14-b94c-65806e002a88;Nuevo Fire;Hansen Avenue and Nuevo Road in Nuevo;33.79925;-117.11659;28;100%;;Riverside;2018-01-09 10:33:00;2017-06-15;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/15/nuevo-fire/;N;
1357;a2d42b3a-32a4-4b57-a8c2-91e5d046bbb6;Skyway Fire;off Skyway and Hwy 99, east of Chico;39.69717;-121.75417;134;100%;;Butte;2018-01-09 10:34:00;2017-06-16;CAL FIRE / Butte County Fire;;https://www.fire.ca.gov/incidents/2017/6/16/skyway-fire/;N;
1358;0089929d-0b52-46fe-8982-b096b7616f30;Springs Fire;off Gilman Springs Road, south of Hwy 60 in Gilman Springs;117.138741;33.939428;10;100%;;Riverside;2018-01-09 10:34:00;2017-06-16;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/16/springs-fire/;N;
1359;7cae5704-9ba2-487c-a48b-bb440c95da6e;Shore Fire;Jolon Rd and Frudden Rd, near Lockwood;35.90092;-120.93371;32;100%;;Monterey;2018-01-09 10:34:00;2017-06-16;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/6/16/shore-fire/;N;
1360;c982daaa-a785-4dfc-a366-1950974028af;Lake Fire;North side of Castaic Lake;34.55607;-118.60703;800;100%;;Los Angeles;2018-01-09 10:34:00;2017-06-17;Unified Command LA County Fire and USFS;;https://www.fire.ca.gov/incidents/2017/6/17/lake-fire/;N;
1361;ffb57bcc-80f7-4299-bfcf-c9be3b66d5ff;Bolla Fire;Hwy 36 West, off Tedoc Roadd, west of Platina;40.32063;-122.83208;60;100%;;Tehama;2018-01-09 10:35:00;2017-06-18;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2017/6/18/bolla-fire/;N;
1362;294c531a-3299-4038-baa8-c2a92d38d10a;Lambs Fire;Manzanita Park and Roadrunner Dr., near Beaumont;33.90965;-116.9669;10;100%;;Riverside;2018-01-09 10:35:00;2017-06-18;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/18/lambs-fire/;N;
1363;54bad310-3a96-4019-b64d-61d00c559e6c;Smiley Fire;Reche Canyon Road near Haugen Drive, north of Moreno Valley;33.98639;-117.21314;153;100%;;Riverside;2018-01-09 10:46:00;2017-06-18;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/18/smiley-fire/;N;
1364;b3695ebc-e761-4577-8439-6330bed36594;Road Fire;Road 400 and Road 33, 7 miles east of Madera ;37.02081;-119.95136;25;100%;;Madera;2018-01-09 10:35:00;2017-06-18;Madera County Fire;;https://www.fire.ca.gov/incidents/2017/6/18/road-fire/;N;
1365;1b01181e-fbcb-4dc4-86ec-cfddc864cc34;Highway Fire;Democrat, west of Lake Isabella;35.53456;-118.66733;1,522;100%;;Kern;2018-01-09 10:41:00;2017-06-18;Sequoia National Forest;;https://www.fire.ca.gov/incidents/2017/6/18/highway-fire/;N;
1366;bfa879b5-b526-4114-9137-51d3ea3ad336;Trellis Fire;State Highway 74 near Trellis Lane;33.71025;-117.31924;26;100%;;Riverside;2018-01-09 10:59:00;2017-06-18;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/18/trellis-fire/;N;
1367;f173524a-ae01-47f5-942d-5e90c2b96469;Bogus Fire;Ager Beswick Rd. and Crest Ln. south of Copco Lake;41.93006;-122.36545;56;100%;;Siskiyou;2018-01-09 10:59:00;2017-06-18;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2017/6/18/bogus-fire/;N;
1368;949e577d-86c2-4def-b25a-c24aa014f4d9;Toll Fire;off of I-80 and Sonoma Blvd,  Vallejo;38.07481;-122.23004;39;100%;;Solano;2018-01-09 11:01:00;2017-06-22;Vallejo City Fire Department;;https://www.fire.ca.gov/incidents/2017/6/22/toll-fire/;N;
1369;b5dd68e2-ec95-47cd-a126-d5f6f0f2b49a;Holcomb Fire;off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake;34.2976;-116.826;1,503;100%;;San Bernardino;2018-01-09 11:00:00;2017-06-19;San Bernardino National Forest;;https://www.fire.ca.gov/incidents/2017/6/19/holcomb-fire/;N;
1370;5882937b-ffce-43af-9e0a-00dcddde214a;Evans Fire;Off Highway 395 & Scott Rd, east of Loyalton;39.71101;-120.02325;168;100%;;Sierra;2018-01-09 11:00:00;2017-06-19;USFS - Humboldt-Toiyabe National Forest;;https://www.fire.ca.gov/incidents/2017/6/19/evans-fire/;N;
1371;8740caa0-f86c-4103-b830-0435b9933a2b;Orange Fire;Off Sonora Rd & Orange Blossom Rd, east of Oakdale;37.82934;-120.68992;65;100%;;Stanislaus;2018-01-09 10:59:00;2017-06-21;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2017/6/21/orange-fire/;N;
1372;d515cbcc-376e-4bc7-adea-189eff5a7735;Quimby Fire;Off Quimby Rd, west of Grant Ranch Park, East San Jose;37.33454;-121.76323;54;100%;;Santa Clara;2018-01-09 11:00:00;2017-06-21;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2017/6/21/quimby-fire/;N;
1373;981484d0-711c-4a7b-9adc-23c9b29f9fae;Highway Fire;off of Hwy 99 & Schlaf Dr, east of Lake Oroville ;39.364;-121.4143;21;100%;;Butte;2018-01-09 11:00:00;2017-06-22;CAL FIRE/Butte County Fire;;https://www.fire.ca.gov/incidents/2017/6/22/highway-fire/;N;
1374;1b1ba02e-9db3-4224-9d8d-06d5df529f16;Lone Fire;Lone Tree Rd & Cox Ln, south of Oroville;39.38416;-121.5786;111;100%;;Butte;2018-01-09 11:01:00;2017-06-22;CAL FIRE / Butte County Fire;;https://www.fire.ca.gov/incidents/2017/6/22/lone-fire/;N;
1375;0ed54526-1296-4863-ae40-613ee456899d;Creek Fire;Off Los Gatos Creek Rd, west of Derrick;36.27306;-120.65185;357;100%;;Fresno;2018-01-09 11:01:00;2017-06-23;CAL FIRE / Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/6/23/creek-fire/;N;
1376;982c81ca-ebe5-4591-986d-1f3e2e4cc13c;Paskenta Fire;Off Paskenta Rd, west of Red Bluff;40.10282;-122.27379;42;100%;;Tehama;2018-01-09 11:07:00;2017-06-24;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2017/6/24/paskenta-fire/;N;
1377;e1fdc15a-5737-4c69-ab9a-7f43d6b4aab8;King Incident;Hwy 201 & Rd 36, Community of Kings River;36.51912;-119.50606;0;100%;;Tulare;2018-01-09 11:01:00;2017-06-23;Tulare County;;https://www.fire.ca.gov/incidents/2017/6/23/king-incident/;N;
1378;c940ef85-44ce-4684-bce3-7cbbf180cefb;Placerita Fire;Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita;34.37443;-118.49343;760;100%;;Los Angeles;2018-01-09 11:08:00;2017-06-25;LA County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/25/placerita-fire/;N;
1379;49a9074c-c30b-4042-9ffd-1a10f9d9bf1d;Black Fire;Off Black Canyon Rd & Mesa Grande Rd, Ramona;33.1683;-116.77342;36;100%;;San Diego;2018-01-09 11:07:00;2017-06-25;CAL FIRE San Diego Unit / Cleveland National Forest;;https://www.fire.ca.gov/incidents/2017/6/25/black-fire/;N;
1380;ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64;Manzanita Fire;Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont;33.530045;-116.594422;6,309;100%;;Riverside;2018-01-09 11:08:00;2017-06-26;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/6/26/manzanita-fire/;N;
1381;91d07ea9-cf5f-489c-aa4f-97fa6c0fb8a4;King Fire;off Campus Dr. and Moonlit Oaks Ave. in Yreka ;40.703775;-122.645079;19;100%;;Siskiyou;2018-01-09 11:08:00;2017-06-26;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2017/6/26/king-fire/;N;
1382;81b37451-57b5-4050-a54d-e9750f84a567;Hill Fire;Park Hill Road and La Entrada, east of Santa Margarita;35.4025;-120.4992;1,598;100%;;San Luis Obispo;2018-01-09 11:08:00;2017-06-26;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/6/26/hill-fire/;N;
1383;4f0ff7c1-7c96-4f68-87e8-be4466945c2b;Latrobe Fire;off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County);38.45822;-120.92162;35;100%;;Sacramento;2018-01-09 11:09:00;2017-06-27;CAL FIRE Amador-El Dorado Unit;;https://www.fire.ca.gov/incidents/2017/6/27/latrobe-fire/;N;
1384;243567d6-2692-4978-88f5-1bbfc7b818a6;Pine Fire;off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre ;37.9775;-122.65749;38;100%;;Marin;2018-01-09 11:09:00;2017-06-27;Marin County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/27/pine-fire/;N;
1385;7696644d-0908-4149-8d6e-aa50c1233d67;Sloane Fire;off Sloane Canyon Road at Dehesa Road, east of El Cajon;32.7789;-116.8516;25;100%;;San Diego;2018-01-09 11:09:00;2017-06-27;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2017/6/27/sloane-fire/;N;
1386;a3159a43-d38c-4655-9acf-371bc9a6213b;Mart Fire;Highland Ave and City Creek Road, Highland;34.14575;-117.17813;670;100%;;San Bernardino;2018-01-09 11:09:00;2017-06-27;USFS - San Bernardino National Forest ;;https://www.fire.ca.gov/incidents/2017/6/27/mart-fire/;N;
1387;2c00a509-af87-418f-b888-edc8ec450f1f;Shore Fire;in Tolowa Dunes State Park, 3 miles west of Smith River (Del Norte County);41.93323;-124.19629;28;100%;;Del Norte;2018-01-09 11:08:00;2017-06-26;CAL FIRE Humboldt-Del Norte Unit;;https://www.fire.ca.gov/incidents/2017/6/26/shore-fire/;N;
1388;5da65d7f-cc75-4c0c-b221-1a1e3000a120;Ranch Fire;Off Grant Road, Mt. Hamilton, east of San Jose;37.3344;-121.71752;85;100%;;Santa Clara;2018-01-09 11:11:00;2017-06-29;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2017/6/29/ranch-fire/;N;
1389;c171dc75-9d35-4c58-b787-032067b16ae7;Alvarado Fire;Alvarado Rd and Wunpost in the community of Bradley;35.947;-120.87492;15;100%;;Monterey;2018-01-09 11:10:00;2017-06-28;CAL FIRE San Benito-Monterey;;https://www.fire.ca.gov/incidents/2017/6/28/alvarado-fire/;N;
1390;a0ba8679-406a-491b-a20b-bba55d63bc5b;Battle Fire;Hwy 139 south of Newell, east of Tule Lake;41.85763;-121.29581;562;100%;;Modoc;2018-01-09 11:10:00;2017-06-28;Modoc National Forest;;https://www.fire.ca.gov/incidents/2017/6/28/battle-fire/;N;
1391;d36387df-af2a-4b20-a94f-589fdccf67cd;Ben Fire;off Ben Hur Road and Silver Bar Road;37.3762;-119.9646;630;100%;;Mariposa;2018-01-09 11:10:00;2017-06-28;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/6/28/ben-fire/;N;
1392;47e76098-389e-4747-9e89-7ebdc963a485; Cristianitos Fire;off Cristianitos Rd. and Talega Rd.;33.43513;-117.58252;0;100%;;San Diego;2018-01-09 11:10:00;2017-06-28;Camp Pendleton Marine Corps Base;;https://www.fire.ca.gov/incidents/2017/6/28/cristianitos-fire/;N;
1393;4ac3161f-79e7-494f-88e4-72a69ef1d96b;Tarina Fire ;Breckenridge Road, 3 miles east of Bakersfield;35.38298;-118.80123;1,200;100%;;Kern;2018-01-09 11:16:00;2017-06-30;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/6/30/tarina-fire/;N;
1394;abe2311a-4ce6-4300-9716-4fb3fe538c75;Lockwood Fire;off San Lucas Rd and Martinez Rd;35.96275;-121.08753;42;100%;;Monterey;2018-01-09 11:11:00;2017-06-29;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/6/29/lockwood-fire/;N;
1395;d1ec9e43-04bd-4926-8362-5e04afe39c90;Topanga Fire;Off Topanga Canyon & Pacific Coast Hwy in Malibu;34.03941;-118.58624;55;100%;;Los Angeles;2018-01-09 11:11:00;2017-06-29;Los Angeles County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/29/topanga-fire/;N;
1396;6f2f8dc0-b930-435e-a622-d3585dcac067;Stokes Fire;Stokes Rd. and Mulholland Dr in Calabasas ;34.10446;-118.70294;41;100%;;Los Angeles;2018-01-09 11:11:00;2017-06-29;Los Angeles County Fire Department;;https://www.fire.ca.gov/incidents/2017/6/29/stokes-fire/;N;
1397;2b043a7e-234c-43f7-852c-21fcb9ddc200;Oak Fire;off Oak Run Rd and Pierce Hollow Rd, east of Redding;40.69554;-122.0122;128;100%;;Shasta;2018-01-09 11:16:00;2017-07-01;CAL FIRE Shasta-Trinity Unit;;https://www.fire.ca.gov/incidents/2017/7/1/oak-fire/;N;
1398;c99fe9af-6d6b-435a-9084-2248905ad251;Brewer Fire;off Brewer Road and Conestoga Drive in Alta Sierra;39.08382;-121.06656;10;100%;;Nevada;2018-01-09 11:16:00;2017-07-02;CAL FIRE Nevada-Yuba-Placer Unit;;https://www.fire.ca.gov/incidents/2017/7/2/brewer-fire/;N;
1399;64ef64a3-c8b0-48f1-8fec-9cacf8dfcd34;Lisa Fire;off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley;33.913089;-117.096233;11;100%;;Riverside;2018-01-09 11:16:00;2017-07-02;CAL FIRE Riverside Unit;;https://www.fire.ca.gov/incidents/2017/7/2/lisa-fire/;N;
1400;97d63e17-e546-49ae-add6-e3b5fa71cb4c;Desabla Fire;off Desabla Powerhouse Rd and Humbug Rd, Desabla;39.8629;-121.6268;14;100%;;Butte;2018-01-09 11:17:00;2017-07-02;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2017/7/2/desabla-fire/;N;
1401;3980fbbb-d17b-4deb-83a4-9af2290b5272;Spring Fire;off Hwy 49 and Allred Road, south of Mariposa;37.4591;-119.921;225;100%;;Mariposa;2018-01-09 11:17:00;2017-07-02;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/7/2/spring-fire/;N;
1402;e3e75be1-8dea-4022-975b-34a0f25b57c0;Derrick Fire;off Los Gatos Creek Rd, west of Coalinga;36.269125;-120.620791;1,538;100%;;Fresno;2018-01-09 11:41:00;2017-07-02;CAL FIRE / Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/7/2/derrick-fire/;N;
1403;b51d7a8d-f768-453e-abb4-665b74998b21;Timber Fire;off Moreno Beach Dr & Locust, north of Moreno Valley;33.96896;-117.25411;30;100%;;Riverside;2018-01-09 11:42:00;2017-07-03;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/7/3/timber-fire/;N;
1404;d4f1fc5e-b877-41ee-b491-8e92ded4984f;Canyon Fire;Bolo Court and David Mountain Road, south of Beaumont;33.91806;-116.99321;10;100%;;Riverside;2018-01-09 11:41:00;2017-07-03;CAL FIRE/Riverside County Fire Department ;;https://www.fire.ca.gov/incidents/2017/7/3/canyon-fire/;N;
1405;2f97537a-1333-4dfc-b7a3-b7bf9400ffdd;Lago Fire;Lake Perris State Recreation Area, Moreno Valley (Riverside County);33.87739;-117.16215;50;100%;;Riverside;2018-01-09 11:41:00;2017-07-03;CAL FIRE/Riverside County Fire Department;;https://www.fire.ca.gov/incidents/2017/7/3/lago-fire/;N;
1406;9668cfe5-b636-4147-bce1-da8e8b3fb5c2;Valley Fire;Off Santa Ana Valley Rd & Douglas Dr, Hollister;36.85596;-121.30983;34;100%;;San Benito;2018-01-09 11:42:00;2017-07-04;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/7/4/valley-fire/;N;
1407;ed40ce35-7338-4f8b-a5ab-e94af6fa7e55;Silver Fire;Off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake;34.304722;-117.3125;13;100%;;San Bernardino;2018-01-09 11:42:00;2017-07-04;CAL FIRE San Bernardino Unit / San Bernardino National Forest;;https://www.fire.ca.gov/incidents/2017/7/4/silver-fire/;N;
1408;36d953e8-265f-4b05-831e-42eb2298b208;Freedom Fire;Ashland and Riverbend Ave, Sanger City;36.81476;-119.51592;57;100%;;Fresno;2018-01-09 11:43:00;2017-07-04;CAL FIRE / Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/7/4/freedom-fire/;N;
1409;252345dd-886b-4bd2-90b9-161727a2fc2d;Jurupa Fire;Off Van Buren Bl & Jurupa Rd in Jurupa Valley;33.99316;-117.48405;35;100%;;Riverside;2018-01-09 11:43:00;2017-07-04;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/7/4/jurupa-fire/;N;
1410;6ae3d56e-0258-49f5-9e71-5b5abe141479;Lakeland Fire;Off Lakeland Blvd & Feather River, east of Oroville ;39.53944;-121.54722;18;100%;;Butte;2018-01-09 11:43:00;2017-07-04;CAL FIRE / Butte County Fire;;https://www.fire.ca.gov/incidents/2017/7/4/lakeland-fire/;N;
1411;f6970f10-0498-4f4c-8e0c-d4b7e4fbf888;Grade Fire;off Hwy 101 & Camarillo Springs Rd, Camarillo Springs;34.20599;-118.98603;50;100%;;Ventura;2018-01-09 11:43:00;2017-07-04;Ventura County Fire Department;;https://www.fire.ca.gov/incidents/2017/7/4/grade-fire/;N;
1412;1be87788-1bd9-4e97-b92a-63b41fe8abf1;Klamath Fire;Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll;41.86609;-122.73031;0;100%;;Siskiyou;2018-01-09 11:43:00;2017-07-04;Klamath National Forest;;https://www.fire.ca.gov/incidents/2017/7/4/klamath-fire/;N;
1413;60770d23-70db-46f1-a19a-a23eaa409125;Eagle Fire;Off Tin Mine Rd & La Sierra Ave, near Lake Mathews;33.85323;-117.48195;205;100%;;Riverside;2018-01-09 11:44:00;2017-07-04;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/7/4/eagle-fire/;N;
1414;0a664214-c090-4889-8439-06836f89d830;Globe Fire;Globe Dr, Springville;36.10858;-118.81979;21;100%;;Tulare;2018-01-09 11:44:00;2017-07-05;CAL FIRE Tulare Unit;;https://www.fire.ca.gov/incidents/2017/7/5/globe-fire/;N;
1415;b383e4bd-6815-4624-936c-be57715ce50e;Fay Fire;Highway 3 & Fay Lane, south of Etna;41.3975;-122.8428;469;100%;;Siskiyou;2018-01-09 11:44:00;2017-07-05;CAL FIRE Siskiyou Unit;;https://www.fire.ca.gov/incidents/2017/7/5/fay-fire/;N;
1416;f75027cb-2526-4524-989f-71d0d56353ec;Axel Fire;Axel Ct & Barrister Ct, Rescue;38.7803;-120.97111;74;100%;;El Dorado;2018-01-09 11:50:00;2017-07-08;CAL FIRE Amador-El Dorado Unit;;https://www.fire.ca.gov/incidents/2017/7/8/axel-fire/;N;
1417;b3a6b47f-105b-4f66-b12a-76c563457a5d;Lake Fire;Off Hwy 132 & Lake Rd;37.64898;-120.4925;62;100%;;Stanislaus;2018-01-09 11:48:00;2017-07-08;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2017/7/8/lake-fire/;N;
1418;89f34aa8-eaf3-4d19-8ef0-005102e82831;Auberry Fire;off Auberry Rd, north of Clovis;36.95104;-119.65621;91;100%;;Fresno;2018-01-09 11:45:00;2017-07-05;CAL FIRE/Fresno County Fire;;https://www.fire.ca.gov/incidents/2017/7/5/auberry-fire/;N;
1419;7d77d3d1-40b5-40ab-8a53-2550f2001094;Gold Fire;off Gold Strike Road and Cemetery Lane, San Andreas;38.20176;-120.67848;22;100%;;Calaveras;2018-01-09 11:44:00;2017-07-05;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2017/7/5/gold-fire/;N;
1420;a7509e35-3083-4306-bcce-ebf6d101b62a;Winters Fire;Hwy 128 and Pleasant View Rd, south west of Winters;38.49521;-122.0251;2,269;100%;;Yolo;2018-01-09 11:45:00;2017-07-06;CAL FIRE Sonoma-Lake-Napa Unit ;;https://www.fire.ca.gov/incidents/2017/7/6/winters-fire/;N;
1421;ea019efb-52d2-4f08-8d04-20b680e2361b;Quail Fire;off Hwy 65 and Famoso Road east of Famoso;35.59904;-119.08312;1,626;100%;;Kern;2018-01-09 11:45:00;2017-07-06;Kern County Fire;;https://www.fire.ca.gov/incidents/2017/7/6/quail-fire/;N;
1422;5a43b164-04d0-46ea-992e-ea5aa283305f;Alamo Fire;Off Highway 166 near Twitchell Reservoir;35.0179;-120.3223;28,687;100%;;San Luis Obispo;2018-01-09 11:46:00;2017-07-06;Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest;;https://www.fire.ca.gov/incidents/2017/7/6/alamo-fire/;N;
1423;b4eb0b95-1a93-46a5-91f4-5c2b4c7b943c;Antelope Fire;10 Miles west of Eagle Lake, Lassen National Forest;40.6361;-120.9643;0;100%;;Lassen;2018-01-09 11:45:00;2017-07-06;Lassen National Forest;;https://www.fire.ca.gov/incidents/2017/7/6/antelope-fire/;N;
1424;1652d79a-f4fc-4151-a0d1-1b7366730f47;Hawk Fire;Hwy 155, north of Bakersfield;35.77896;-118.89627;2,940;100%;;Kern;2018-01-09 11:46:00;2017-07-07;Kern County Fire Department;;https://www.fire.ca.gov/incidents/2017/7/7/hawk-fire/;N;
1425;0624b038-7a97-4294-a7b5-074e3dfa4fb7;Schaeffer Fire;Within the 2002 McNally wildfire burn area (17 miles north of Kernville);0.0;0.0;16,031;100%;;Tulare;2018-01-09 11:01:00;2017-06-24;Sequoia National Forest;;https://www.fire.ca.gov/incidents/2017/6/24/schaeffer-fire/;N;
1426;c35027fa-3bc5-423f-a32e-e03b134a102e;Salmon-August Complex ;14 miles west of Etna, California in the Marble Mountain Wilderness;41.841;-123.474;0;100%;;Siskiyou;2018-01-09 11:07:00;2017-06-25;CAL FIRE Siskiyou Unit / Klamath National Forest;;https://www.fire.ca.gov/incidents/2017/6/25/salmon-august-complex/;N;
1427;eeef101a-3a50-4407-8e6d-cd80d0d07599;Daulton Fire;Road 29 and Ave 24, near Daulton;37.09773;-120.02027;90;100%;;Madera;2018-01-09 11:46:00;2017-07-07; CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/7/7/daulton-fire/;N;
1428;bc89aab5-5f30-46a2-9881-6dbae22893b6;Christmas Fire;off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow;33.763304;-117.314994;33;100%;;Riverside;2018-01-09 11:46:00;2017-07-07;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2017/7/7/christmas-fire/;N;
1429;8816f0da-0818-499a-9ff6-ba4fd56ca7c8;Wall Fire;Chinese Wall Rd, north of Bangor;39.45352;-121.41222;6,033;100%;;Butte;2018-01-09 11:47:00;2017-07-07;CAL FIRE Butte County Fire;;https://www.fire.ca.gov/incidents/2017/7/7/wall-fire/;N;
1430;67c20627-e6cb-4900-9f40-01e8da154a53;Bryant Fire;Hwy 38, west of Bryant St.;34.07612;-117.06765;74;100%;;San Bernardino;2018-01-09 11:47:00;2017-07-07;Unified Command -  CAL FIRE San Bernardino Unit / Redlands Fire Department;;https://www.fire.ca.gov/incidents/2017/7/7/bryant-fire/;N;
1431;effeee13-51d7-4cf2-a62f-93b47b34605a;Tower Fire;off northbound Hwy 101, near the Cuesta Grade;35.346;-120.62825;58;100%;;San Luis Obispo;2018-01-09 11:48:00;2017-07-07;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/7/7/tower-fire/;N;
1432;932a3f2f-6c0e-42a6-b357-f333774b4ea8;Banderilla Fire;Banderilla Dr & Hidalgo St, north of Hayward;37.65963;-120.34802;36;100%;;Mariposa;2018-01-09 11:48:00;2017-07-07;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2017/7/7/banderilla-fire/;N;
1433;248bba19-4fdf-4285-a210-1334454ad80a;Deer Complex;Deer Valley Road & Marsh Creek Road, west of Brentwood;37.87808;-121.78677;231;100%;;Contra Costa;2018-01-09 11:48:00;2017-07-08;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2017/7/8/deer-complex/;N;
1434;2ec4e814-477b-47e7-a36b-4da26f94e277;North Fire;Canyon Road and China Gulch, Happy Valley;40.48972;-122.38619;10;100%;;Shasta;2018-01-09 11:56:00;2017-07-15;CAL FIRE Shasta-Trinity Unit;;https://www.fire.ca.gov/incidents/2017/7/15/north-fire/;N;
1435;dfd1e0d9-42b5-436a-aa83-ffcbbb7a6145;Whittier Fire;Lake Cachuma area, south of Hwy 154;34.55096;-119.9494;18,430;100%;;Santa Barbara;2018-01-09 11:49:00;2017-07-08;Los Padres National Forest;;https://www.fire.ca.gov/incidents/2017/7/8/whittier-fire/;N;
1436;f09f75ff-d9fe-4a25-89d0-75dc98d1fe30;Dode Fire;off Hwy 139, 7 miles North of Tionesta;41.72163;-121.30451;410;100%;;Modoc;2018-01-09 11:54:00;2017-07-13;Modoc National Forest;;https://www.fire.ca.gov/incidents/2017/7/13/dode-fire/;N;
1437;51bf0e2a-7f1f-4fe1-aeaa-70510ad42d0e;Orleans Complex;About 18 miles northwest of Orleans, California in Siskiyou County.;41.59;-123.501;27,276;100%;;Siskiyou;2018-01-09 12:07:00;2017-07-26;Six Rivers National Forest;;https://www.fire.ca.gov/incidents/2017/7/26/orleans-complex/;N;
1438;743b2276-742e-4d25-be9b-60364ca880f6;Stone Fire;Huer Huero Road, east of Santa Margarita;35.42433;-120.47322;340;100%;;San Luis Obispo;2018-01-09 11:51:00;2017-07-09;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2017/7/9/stone-fire/;N;
1439;2adaf964-e996-4e55-a616-ac42375ee156;Willow Fire;Springwood Ct. & California St, Rodeo;38.02929;-122.25544;370;100%;;Contra Costa;2018-01-09 11:48:00;2017-07-08;CAL FIRE Santa Clara Unit;;https://www.fire.ca.gov/incidents/2017/7/8/willow-fire/;N;
1440;5a52750e-30a0-4d26-a75b-58f79e1e24f4;West Fire;Camp Far West Rd & Wichita Way, east of Olivehurst;39.06308;-121.303;50;100%;;Yuba;2018-01-09 11:50:00;2017-07-08;CAL FIRE Nevada-Yuba-Placer Unit;;https://www.fire.ca.gov/incidents/2017/7/8/west-fire/;N;
1441;fd82cbd0-ec25-461c-aef1-4c0c92060348;Rosado Fire;off Rosado Rd, El Dorado Hills ;38.67474;-121.06088;13;100%;;El Dorado;2018-01-09 11:53:00;2017-07-12;CAL FIRE Amador-El Dorado Unit;;https://www.fire.ca.gov/incidents/2017/7/12/rosado-fire/;N;
1442;a21faf4f-3628-4e24-ac64-8471d9d12560;Parkfield Fire;Vineyard Canyon Rd, west of Parkfield;35.86949;-120.57894;1,816;100%;;Monterey, San Luis Obispo;2018-01-09 11:50:00;2017-07-08;CAL FIRE San Benito-Monterey Unit;;https://www.fire.ca.gov/incidents/2017/7/8/parkfield-fire/;N;
1443;de1788c0-2996-40cf-9f76-2920b210d6a9;Benson Fire;Benson Rd, Bowman., 11 miles northwest of Red Bluff;40.29118;-122.42606;29;100%;;Tehama;2018-01-09 11:51:00;2017-07-08;CAL FIRE Tehema-Glenn Unit;;https://www.fire.ca.gov/incidents/2017/7/8/benson-fire/;N;
