IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive
2103;17596a7a-31fc-4270-8aaf-efe1df3ba848;Whiskey Fire;near the Whiskey Creek Day Use area of New Hogan Lake;38.115224;-120.78068;27;100%;;Calaveras;2019-07-20 08:56:09;2019-07-18;CAL FIRE Tuolumne-Calaveras Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/18/whiskey-fire/;N;
2104;f8a2fd4a-286e-4688-8a5c-fa2ad98751ab;Valley Fire; Old Hwy and Guadalupe, East of Mariposa;37.241427;-120.027731;149;100%;;Mariposa;2019-07-25 18:59:33;2019-07-21;CAL FIRE Madera-Mariposa-Merced Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/21/valley-fire/;N;
2105;49dbe286-1cfe-4e03-a872-13185aae767a;Tejon Fire;  I 5 and Diger Rd, South of Bakersfield;34.9008333;-118.9183333;208;100%;;Kern;2019-07-25 18:59:49;2019-07-21;Kern County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/7/21/tejon-fire/;N;
2106;26676376-4e61-4d68-a28f-5fd8b4501acd;Canyon Fire;Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena;38.481258;-122.143942;64;100%;;Napa;2019-08-02 12:58:46;2019-07-22;CAL FIRE Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/22/canyon-fire/;N;
2107;9e6b72f0-5f8a-41fe-a60d-40d7bc2f5637;Milpas Fire;Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley;34.42386;-117.10318;81;100%;;San Bernardino;2019-07-25 19:00:48;2019-07-22;CAL FIRE San Bernardino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/22/milpas-fire/;N;
2108;7955a367-99da-4047-9f69-cc60ad3208e6;Moms Fire ;Off Moms Lane and Lone Tree Road, South of Orville ;39.423833;-121.579738;10;100%;;Butte;2019-07-25 18:59:59;2019-07-23;CAL FIRE Butte County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/7/23/moms-fire/;N;
2109;f0577ec6-5504-4460-83ce-d9bd91624e0a;Marshview Fire;Off Marshview Road and Highway 680, South of Cordelia ;38.158333;-122.118889;183;100%;;Solano;2019-08-02 12:58:33;2019-07-24;CAL FIRE Sonoma Lake Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/24/marshview-fire/;N;
2110;a8c2bf1e-bb0f-4eec-a435-36d7723dfda6;Sweigert Fire ;Off of Kahler Court and Felter Road, East of Milpitas;37.433192;-121.807258;80;100%;;Santa Clara;2019-08-02 12:58:20;2019-07-24;CAL FIRE Santa Clara Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/7/24/sweigert-fire/;N;
2111;63b69be6-bd39-4bb4-aee1-7b59dbf7c360;Thompson Fire ;Off Highway 166  and Highway 101, North of Santa Maria;35.004722;-120.435278;95;100%;;San Luis Obispo;2019-07-25 08:10:47;2019-07-24;CAL FIRE San Luis Obispo Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/24/thompson-fire/;N;
2112;4ba68199-b45d-49da-91e8-bee9921b621b;Tree Fire;Tree of Heaven Campground, east of Gottsville;41.834366;-122.656569;83;100%;;Siskiyou;2019-10-02 16:07:49;2019-07-27;Klamath National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/7/27/tree-fire/;N;
2113;ee681e0b-54a3-48ad-900c-8037eeb88159;Community Fire;Hwy 96 near the Klamath River Community Hall;41.838;-122.845;35;100%;;Siskiyou;2019-10-02 16:07:40;2019-07-27;Klamath National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/7/27/community-fire/;N;
2114;5edb4ec4-615c-45fb-a236-9a4225eedaff;Usal Fire;Usal Creek and Usal Rd, west of Leggett;39.831762;-123.846013;130;100%;;Mendocino;2019-10-02 16:07:29;2019-07-27;CAL FIRE Mendocino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/27/usal-fire/;N;
2115;d79e71f2-d827-465d-95a8-d80b6e54456e;Star Fire;Chino Hils Parkway and Grand Avenue, Chino Hills;33.997528;-117.769766;156;100%;;San Bernardino;2019-08-01 19:19:30;2019-07-28;City of Chino ;Wildfire;https://www.fire.ca.gov/incidents/2019/7/28/star-fire/;N;
2116;2939928b-0308-4d76-b232-246f064ddd11;Tucker Fire;Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir;41.79591;-121.260305;14,217;100%;;Modoc;2019-09-26 14:49:08;2019-07-28;Modoc National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/7/28/tucker-fire/;N;
2117;5a633180-7b70-4fb6-b859-b5826775b5fc;Dehesa Fire;Dehesa Road and Slone Canyon Road, Dehesa;32.767649;-116.796032;150;100%;;San Diego;2019-08-02 12:58:11;2019-07-28;CAL FIRE San Diego Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/28/dehesa-fire/;N;
2118;bc2edb86-fb4b-4dba-a9e0-5339f27d9bce;Range Fire;north of Lake Cachuma;34.665699;-119.94974;100;100%;;Santa Barbara;2019-09-26 14:48:59;2019-07-28;Los Padres National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/7/28/range-fire/;N;
2119;540b19a4-b84c-4d9c-9cb3-746b53a094b7;Lake Fire;near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ;35.908333;-120.984167;306;100%;;Monterey;2022-10-21 13:51:57;2019-07-29;CAL FIRE San Benito - Monterey Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/29/lake-fire/;N;
2121;233708cc-ed2d-4b85-ba8c-60cf71c912c8;Mill Fire;In Los Padres National Forest, West of Fort Hunter Liggett ;36.008889;-121.466944;280;100%;;Monterey;2019-09-26 14:48:51;2019-07-30;Los Padres National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/7/30/mill-fire/;N;
2122;6ac64fee-1420-420c-bff1-1d4908b059be;Carson Fire;Northeast of Placerville in the community of Camino, off of Shadow Ridge Road;38.757636;-120.75664;13;100%;;El Dorado;2019-08-02 12:57:57;2019-07-30;CAL FIRE Amador-El Dorado Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/7/30/carson-fire/;N;
2123;1f0d1a35-bf41-45d8-b3b8-26cca8d2d83e;Mesa Fire ;near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela;35.60989;-118.41204;448;100%;;Kern;2019-08-05 09:09:51;2019-07-31;Kern County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/7/31/mesa-fire/;N;
2124;ca65fae0-e6d7-4600-890c-62da03753131;Caliente Fire;Off Airway Road and Caliente Ave, in San Ysidro ;32.575556;-117.026667;448;100%;;San Diego;2019-09-26 14:48:39;2019-08-01;City of San Diego Fire-Rescue ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/1/caliente-fire/;N;
2125;12e44df4-d425-4f09-96b9-25256ffbdcb2;Browns Fire;Off Twin Cities Road and Clay Station Road, Northeast of Herald ;38.3525;-121.123611;84;100%;;Sacramento;2019-08-02 21:42:25;2019-08-02;CAL FIRE Amador El Dorado Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/2/browns-fire/;N;
2126;a0d95805-48db-467e-8dd5-db761eb5ae74;Prairie Fire ;off White Rock Road and Prairie City Road ;38.622058;-121.114095;50;100%;;Sacramento;2019-08-02 21:41:13;2019-08-02;CAL FIRE Amador-El Dorado Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/2/prairie-fire/;N;
2127;2f735b66-c275-4557-a8ad-0ff60e0552f3;Meadow Fire (Not a CAL FIRE incident);County Road 48 and Highway 395, northeast of Alturas;41.43783;-120.23976;103;100%;;Modoc;2019-09-26 14:11:17;2019-08-02;Davis Creek Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/8/2/meadow-fire-not-a-cal-fire-incident/;N;
2128;1f576988-2ad0-4a7b-afed-f650caafc579;Marsh Complex;Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood;37.908362;-121.872941;340;100%;;Contra Costa;2022-10-21 13:52:48;2019-08-03;Unified Command: CAL FIRE Santa Clara Unit and East Contra Costa Fire Protection District;Wildfire;https://www.fire.ca.gov/incidents/2019/8/3/marsh-complex/;N;
2129;ed5e111d-e34a-42c0-9ce7-818270037c2c;Five Fire;Off Interstate 5 & Templin Hwy;34.677864;-118.752395;156;100%;;Los Angeles;2019-09-26 14:48:14;2019-08-03;Angeles National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/8/3/five-fire/;N;
2130;4433d477-a962-4ad9-a306-71f0f79fff65;La Barisa Fire;Off La Barisa Dr & Hwy 247 in Landers;34.202883;-116.4449;26;100%;;San Bernardino;2019-10-02 16:07:20;2019-08-03;CAL FIRE San Bernardino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/3/la-barisa-fire/;N;
2131;0f3326bd-4a0f-4351-b978-38eb29f4d490;Gilbert Fire;Highway 44 and Gilbert Drive, Palo Cedro, East of Redding;40.55924;-122.25409;30;100%;;Shasta;2019-08-06 18:43:46;2019-08-04;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/4/gilbert-fire/;N;
2132;fbe088d0-2a17-4d04-aac7-0e32ac8a1ef7;Caliente Fire;Caliente Bodfish Rd, east of Bakersfield;35.287373;-118.623651;29;100%;;Kern;2019-08-06 18:43:17;2019-08-05;Kern County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/5/caliente-fire/;N;
2133;0089d3c4-c554-46e1-8eb9-af95e4dfae0c;Toro Fire ;26000 Block El Toro Road, North of Lake Elsinore;33.740219;-117.333728;94;100%;;Riverside;2019-08-06 18:42:43;2019-08-05;CAL FIRE Riverside County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/5/toro-fire/;N;
2136;e338f506-b9fa-44c0-ae64-324ed0e590d4;Sellers Fire;Sellers Ave and Delta Rd, 2 miles northeast of Brentwood;37.968494;-121.678172;58;100%;;Contra Costa;2019-09-26 14:48:05;2019-08-07;East Contra Costa Fire Protection District;Wildfire;https://www.fire.ca.gov/incidents/2019/8/7/sellers-fire/;N;
2137;5f7b19a6-5f22-49ac-bf0e-ecef96385d37;R-1 Fire;Juniper Ridge Road and Juniper Tree Road, north of Ravendale;40.886677;-120.336977;130;100%;;Lassen;2019-09-26 14:47:55;2019-08-07;BLM Northern California District;Wildfire;https://www.fire.ca.gov/incidents/2019/8/7/r-1-fire/;N;
2138;9a9bc21f-36f5-4092-b98e-c0d584d198db;3-2 Willow (Previously H-1 Fire);Pittville Road and Sheep Flat Road, southeast of Fall River Mills;40.900458;-121.320838;107;100%;;Lassen;2019-10-02 16:07:12;2019-08-07;Lassen National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/8/7/3-2-willow-previously-h-1-fire/;N;
2139;280f9652-7843-4275-9016-b95296fbf571;Golf Fire;Soda Bay Road and Golf Drive, northwest of Clearlake;38.99174;-122.7751;20;100%;;Lake;2019-08-17 18:37:59;2019-08-08;CAL FIRE Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/8/golf-fire/;N;
2140;3e020c0d-e35b-4e01-96b7-a3c8e40fd281;Preston Fire;10,000 Block Preston Lane, Jamestown;37.949747;-120.420058;21;100%;;Tuolumne;2019-08-12 15:06:18;2019-08-08;CAL FIRE TCU;Wildfire;https://www.fire.ca.gov/incidents/2019/8/8/preston-fire/;N;
2141;94cdd032-ea04-4713-b54a-dc3476635684;W1 McDonald Fire;Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline;40.943799;-120.275298;1,020;100%;;Lassen;2019-08-12 11:36:27;2019-08-08;USFS Lassen National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/8/8/w1-mcdonald-fire/;N;
2142;4affde91-31a9-4588-bf14-7201fc5c548b;Harte Fire;Central Pkwy and Croak Rd, 4 miles east of Dublin;37.708743;-121.841879;240;100%;;Alameda;2019-08-12 12:18:17;2019-08-09;CAL FIRE SCU;Wildfire;https://www.fire.ca.gov/incidents/2019/8/9/harte-fire/;N;
2143;e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9;Ward Fire;Highway 66 and Ward Rd, 13 miles west of Keno, Oregon;42.033;-122.175;1,301;100%;;State of Oregon;2019-08-22 16:33:47;2019-08-09;Oregon Department of Forestry;Wildfire;https://www.fire.ca.gov/incidents/2019/8/9/ward-fire/;N;
2144;f044a406-06ab-457d-8a93-c52bb1930604;Heavy Range Fire;Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base;39.171091;-121.423281;33;100%;;Yolo;2019-08-12 15:08:30;2019-08-10;Beale Air Force Base;Wildfire;https://www.fire.ca.gov/incidents/2019/8/10/heavy-range-fire/;N;
2145;073d3328-3d8c-459a-8ac8-5dc6095511ec;Radio Fire;David Mountain Radio Road at David Mountain Road in Beaumont;33.909792;-117.004667;20;100%;;Riverside;2019-08-13 08:23:01;2019-08-12;CAL FIRE/Riverside County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/8/12/radio-fire/;N;
2146;618ca03c-28fd-4d66-abf3-d065d72d8cb4;Lower Fire;Gas Point Rd & Lower Gas Point Rd in Igo;40.46968;-122.54364;46;100%;;Shasta;2019-08-17 18:38:18;2019-08-12;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/12/lower-fire/;N;
2147;c8f94c30-d0ee-450a-8501-30678aa37c0f;Moose Fire;Off Moose Rd & Bus McGall Rd northwest of Hopland;39.005262;-123.195306;225;100%;;Mendocino;2019-08-18 07:10:42;2019-08-12;CAL FIRE Mendocino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/12/moose-fire/;N;
2148;eb975e90-a689-40fc-8f44-b13c774de0e8;West Fire ;off of 120th Street  West and Coppermill Road, Lancaster ;34.675542;-118.342239;105;100%;;Los Angeles;2019-08-17 08:07:05;2019-08-13;CAL FIRE Los Angeles County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/13/west-fire/;N;
2149;ce97fe6d-a635-45f1-bc18-cdd1698673c2;Timm Fire ;Off of Timm Road and Allendale Road, South of Winters ;38.455;-121.969167;81;100%;;Solano;2019-08-17 18:37:44;2019-08-13;CAL FIRE Sonoma Lake Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/13/timm-fire/;N;
2150;22c3cb30-55b1-4fcd-9606-6a0dcedce4ef;Greenstone Fire ;Off of Greenstone Road and Buck Mountain Road ;38.703889;-120.890556;16;100%;;El Dorado;2019-08-15 09:57:06;2019-08-14;CAL FIRE Amador El Dorado Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/14/greenstone-fire/;N;
2151;f2a78d1c-66be-40f8-a2d8-5756eb265162;Spring Fire ;Off of Spring Valley Road and Highway 20;39.088333;-122.309167;20;100%;;Colusa;2019-08-15 10:10:44;2019-08-14;CAL FIRE Sonoma Lake Napa Unit & William Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/14/spring-fire/;N;
2164;0deca389-4481-4d91-8765-40caba3ea31c;Bayliss Fire;Santa Teresa Blvd and Bayliss Drive, South San Jose;37.219717;-121.761974;60;100%;;Santa Clara;2019-08-17 10:36:50;2019-08-15;Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/8/15/bayliss-fire/;N;
2181;2443f637-15d7-4cf9-a405-133cf1748300;Cottage Fire;Dersch Rd and Cottage Hill Dr, northeast of Anderson ;40.484329;-122.159393;156;100%;;Shasta;2019-08-18 07:10:16;2019-08-15;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/15/cottage-fire/;N;
2194;852f3058-ccaa-4877-8e8e-f5b8a9649936;Hunter Fire;Bear Valley Rd and Cotton Creek Rd, east of Snelling;37.532028;-120.208019;433;100%;;Mariposa;2022-10-21 13:53:06;2019-08-15;CAL FIRE Madera-Mariposa-Merced Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/15/hunter-fire/;N;
2195;e094035d-ac9c-4ea9-a23b-bb55321a64d6;Border 9 Fire;Off of Marron Valley Road and Border Road, Southeast of Dulzura  ;32.57394;-116.760465;80;100%;;San Diego;2019-08-17 21:36:51;2019-08-15;CAL FIRE San Diego County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/8/15/border-9-fire/;N;
2196;2760040b-e17b-430f-b581-a81694b450ac;Patterson Fire;Patterson Drive, south of Placerville;38.652475;-120.826165;35;100%;;El Dorado;2019-08-17 10:36:30;2019-08-15;CAL FIRE Amador-El Dorado Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/15/patterson-fire/;N;
2197;74b94fe9-3524-40ce-ac18-ee637bf66f15;Border 8 Fire;City of Tecate, southeast of San Diego ;32.573437;-116.658735;1,507;100%;;Mexico;2019-08-18 07:10:06;2019-08-16;Unified Command: CAL FIRE and Mexican Fire Agency Consulate Emergency Services Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/8/16/border-8-fire/;N;
2198;547b7d19-9b75-4c11-8b88-56adb6460a3c;Gaines Fire;Mt Gaines Rd and Bear Valley Rd, Bear Valley;37.536069;-120.177018;1,300;100%;;Mariposa;2019-10-02 16:07:03;2019-08-16;CAL FIRE Madera-Mariposa-Merced Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/16/gaines-fire/;N;
2199;d35fa87b-0f19-4dd8-8739-4bdbc92d1361;Patterson Fire;Patterson Pass and Midway Road, west of Tracy;37.71734;-121.55867;139;100%;;Alameda;2019-08-22 15:33:02;2019-08-21;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/21/patterson-fire/;N;
2200;1bf3e829-5fb3-43d2-9179-6c337709df19;Mountain Fire;Bear Mountain Road and Dry Creek Road, north of Bella Vista;40.715556;-122.241944;600;100%;;Shasta;2019-10-02 16:06:52;2019-08-22;CAL FIRE Shasta-Trinity Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/22/mountain-fire/;N;
2201;46896a04-8502-403c-b362-e4adc9e7ad4d;Yucca Fire;Highway 371 cross of Yucca Road;33.4506;-116.857817;34;100%;;Riverside;2019-08-24 06:54:07;2019-08-22;CAL FIRE/Riverside County Fire Department;Wildfire;https://www.fire.ca.gov/incidents/2019/8/22/yucca-fire/;N;
2202;97c4d72f-c1e9-425e-9dcf-44150047af92;Horse Fire;Off Highway 139  and Horselake Road, North of Susanville;40.562;-120.544;131;100%;;Lassen;2019-09-26 14:47:35;2019-08-24;Bureau of Land Management ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/24/horse-fire/;N;
2211;2ce810c9-88f1-4efe-9254-8cbd339d2397;Long Valley Fire ;Off Highway 395 and Red Rock Road, North of Hallelujah Junction;39.892222;-120.029722;2,438;100%;;Lassen;2019-08-28 09:01:23;2019-08-24;Bureau of Land Management;Wildfire;https://www.fire.ca.gov/incidents/2019/8/24/long-valley-fire/;N;
2212;cb87a6f4-a560-41a5-81c0-1064d0c368b6;Ivy Fire;near Northbound Intestate 15 and Temescal Canyon;33.77777348;-117.487578;80;100%;;Riverside;2019-08-25 16:24:02;2019-08-25;CAL FIRE / Riverside County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/8/25/ivy-fire/;N;
2213;19343958-2921-41d2-a3f8-501badcd0bee;Jamieson Fire;at Jamieson Road and Cañada Road near Gilroy;37.034183;-121.45597;35;100%;;Santa Clara;2019-08-25 17:13:24;2019-08-25;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/25/jamieson-fire/;N;
2214;808c34bb-4e64-4eb5-9c3e-2a1e58195074;Border 10 Fire;Mexico / California International border in the area east of the Otay port of entry.;32.557546;-116.873955;25;100%;;Mexico, San Diego;2019-08-28 09:06:20;2019-08-25;CAL FIRE San Diego Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/25/border-10-fire/;N;
2215;faf6064e-fc50-4289-8486-1235f20289d7;Sage Fire;near the intersection of Sage Road and Highway 79, in Aguanga;33.463991;-116.914799;12;100%;;Riverside;2019-08-28 08:55:30;2019-08-27;CAL FIRE / Riverside County Fire;Wildfire;https://www.fire.ca.gov/incidents/2019/8/27/sage-fire/;N;
2216;4ee8f023-1c92-4266-bb79-d41fdb3a5826;R-1 Fire;Hagata Canyon, east of Eagle Lake;40.593;-120.581;3,380;100%;;Lassen;2019-09-26 14:47:23;2019-08-28;Bureau of Land Management ;Wildfire;https://www.fire.ca.gov/incidents/2019/8/28/r-1-fire/;N;
2217;40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e;Carroll Fire;eastbound 580 and North Flynn Road;37.718636;-121.657011;19;100%;;Alameda;2019-08-31 12:55:31;2019-08-31;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/31/carroll-fire/;N;
2218;8faaa845-634f-4f94-b25e-f5ae78703da6;Creek Fire;Dry Creek Dr and Lomitas Drive, east of Woodlake;36.40193;-119.030621;756;100%;;Tulare;2019-09-04 08:53:01;2019-08-31;CAL FIRE Tulare Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/8/31/creek-fire/;N;
2219;954bfbe7-424c-49e0-9611-23e9f7a475a2;Jolon Fire;Jolon Road and New Pleyto Road, Lockwood;35.906482;-120.992914;66;100%;;Monterey;2019-09-03 10:19:31;2019-09-01;CAL FIRE San Benito-Monterey Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/1/jolon-fire/;N;
2220;1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc;Snail Fire;3 miles northwest of Reyes Creek;34.71011;-119.3547;279;100%;;Ventura;2019-09-26 14:47:14;2019-09-01;Los Padres National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/1/snail-fire/;N;
2221;de9cacb4-0be2-47d1-8cf2-7a25aabacfae;Mines Fire;Mines Road, Livermore;37.545167;-121.596667;11;100%;;Alameda;2019-09-03 10:20:30;2019-09-02;CAL FIRE Santa Clara Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/2/mines-fire/;N;
2222;ebdceb89-fa30-486a-94f8-3eff8eedbd67;Antelope Fire;Panoche Road and New Idria Road, Paicines;36.600167;-120.8405;167;100%;;San Benito;2019-09-04 18:26:03;2019-09-02;CAL FIRE San Benito-Monterey Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/2/antelope-fire/;N;
2223;a5331bf6-d695-4309-a846-96808e41d757;Telephone Fire;Old Dump Road, south of Summit Valley Road, Hesperia;34.353667;-117.343833;15;100%;;San Bernardino;2019-09-06 10:10:55;2019-09-02;CAL FIRE San Bernardino Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/2/telephone-fire/;N;
2228;89008310-149d-480f-946f-4ce5a2a71c3f;Country Fire;Highway 193 and Penobscot Rd, east of Cool;38.898915;-120.946657;85;100%;;El Dorado;2019-09-08 18:11:21;2019-09-03;CAL FIRE Amador - El Dorado Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/3/country-fire/;N;
2229;23f65de3-bf4d-4edf-a5eb-b21299195b0f;Deer Fire;Deer Creek Road and Rons Road, northeast of Boulder Creek;37.178353;-122.07743;10;100%;;Santa Cruz;2019-09-06 19:49:01;2019-09-03;CAL FIRE San Mateo-Santa Cruz Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/3/deer-fire/;N;
2238;3a48b649-8714-433d-9952-ff2bf9e8c90a;Walker Fire;Indian Creek and Beckworth Genesee Road, east of Genesee;40.061389;-120.680556;54,612;100%;;Plumas;2019-10-24 11:04:07;2019-09-04;USFS Plumas National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/4/walker-fire/;N;
2239;f68808fb-a705-4083-a136-1a45c61c7f74;Tenaja;Tenaja Road and Clinton Keith Road, in La Cresta;33.528469;-117.273157;1,926;100%;;Riverside;2022-10-21 13:46:11;2019-09-04;CAL FIRE/Riverside County Fire Department ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/4/tenaja/;N;
2240;da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536;Glass Fire;Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.;38.910498;-122.642572;28;100%;;Lake;2019-09-05 19:04:01;2019-09-04;Sonoma-Lake-Napa Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/4/glass-fire/;N;
2241;d8c705d2-2820-43d2-bee4-8335354bcab0;Foster Fire ;off of Grass Valley Road and Cienega Road, in Hollister;36.732866;-121.39478;17;100%;;San Benito;2019-09-04 20:37:36;2019-09-04;CAL FIRE San Benito Monterey Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/4/foster-fire/;N;
2242;14ad161c-bfc6-41ae-af84-a464084a4142;Red Bank Fire;Off Hammer Loop Road and Petty John Road, West of Red Bluff ;40.12;-122.64;8,836;100%;;Tehama;2022-10-21 13:53:28;2019-09-05;CAL FIRE Tehama Glenn Unit ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/5/red-bank-fire/;N;
2243;3d4c2809-cd37-4f07-b86e-68dcd52c7434;Flood Fire ;near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras;38.017138;-120.945044;44;100%;;San Joaquin;2019-09-08 19:56:30;2019-09-05;CAL FIRE Tuolumne Calaveras Unit;Wildfire;https://www.fire.ca.gov/incidents/2019/9/5/flood-fire/;N;
2244;791059a2-b50f-4ab0-924a-bfdac001e4b9;Henthorne Fire;Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo;40.062304;-123.222196;244;100%;;Trinity;2019-09-26 14:46:47;2019-09-05;USFS Mendocino National Forest ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/5/henthorne-fire/;N;
2245;38d46a2f-d1f6-4ed8-a502-e57e393844ea;South Fire;Southeast aspect of Tomhead Mountain, South of Platina;40.109;-122.789;5,332;100%;;Tehama;2020-01-10 16:13:09;2019-09-05;Shasta-Trinity National Forest ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/5/south-fire/;N;
2246;226da8c8-26c0-49d7-b5ef-952cd969f918;Springs Fire;southeast of Lee Vining, CA;37.826;-118.872;4,840;100%;;Mono;2019-10-24 11:18:13;2019-09-06;USFS - Inyo National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/springs-fire/;N;
2247;81977367-45ad-4962-92f3-ae30f22ef723;Lone Fire;Pinnacle Lake, Doublehead Ranger district, Modoc National Forest;41.748;-121.056;5,737;100%;;Modoc;2019-09-26 14:46:26;2019-09-06;USFS - Modoc National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/lone-fire/;N;
2256;c3b236b9-3a1d-481d-b1eb-b0aa77c5b462;Cow Fire;Golden Trout Wilderness, Inyo National Forest;36.284;-118.228;1,975;100%;;Inyo;2020-01-10 16:08:48;2019-09-06;USFS - Inyo National Forest ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/cow-fire/;N;
2257;737ef617-abaa-44a1-9bbc-f46240468b8f;Broder Fire;Northeast of Broder Meadow;36.151;-118.185;381;100%;;Tulare;2019-09-26 14:46:11;2019-09-06;USFS - Sequoia National Forest;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/broder-fire/;N;
2258;e7ea56c5-4290-4406-b0a5-c9d1718e9700;Taboose Fire;south west of Big Pine and north west of Aberdeen;37.034;-118.345;10,296;100%;;Inyo;2020-01-10 16:10:00;2019-09-06;Inyo National Forest     ;Wildfire;https://www.fire.ca.gov/incidents/2019/9/6/taboose-fire/;N;
